Timestamp,PID,Process Name,CPU (%),Memory (%),Command Line,Total CPU (%),Total CPU Num,Total Memory (%),Total Memory (GB)
2025-03-06 12:06:11.376,2556,fusermount3,0.0,0.003114860289965398,"fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc",0.0,8,16.8,31.229259490966797
2025-03-06 12:06:11.376,32754,python3,0.0,0.042581972434585794,python3 monitor-ros-cpu.py,0.0,8,16.8,31.229259490966797
2025-03-06 12:06:12.425,2556,fusermount3,0.0,0.003114860289965398,"fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc",4.5,8,16.6,31.229259490966797
2025-03-06 12:06:12.425,32754,python3,4.7,0.042581972434585794,python3 monitor-ros-cpu.py,4.5,8,16.6,31.229259490966797
2025-03-06 12:06:13.478,2556,fusermount3,0.0,0.003114860289965398,"fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc",3.7,8,16.6,31.229259490966797
2025-03-06 12:06:13.478,32754,python3,5.7,0.04338817156845919,python3 monitor-ros-cpu.py,3.7,8,16.6,31.229259490966797
2025-03-06 12:06:14.534,2556,fusermount3,0.0,0.003114860289965398,"fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc",17.5,8,16.7,31.229259490966797
2025-03-06 12:06:14.534,32754,python3,5.7,0.04338817156845919,python3 monitor-ros-cpu.py,17.5,8,16.7,31.229259490966797
2025-03-06 12:06:14.534,32971,docker,0.0,0.08036339548110727,docker run --rm --volumes-from carma-config:ro --entrypoint sh busybox:latest -c cat /opt/carma/vehicle/config/docker-compose-background.yml,17.5,8,16.7,31.229259490966797
2025-03-06 12:06:15.598,2556,fusermount3,0.0,0.003114860289965398,"fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc",6.5,8,16.7,31.229259490966797
2025-03-06 12:06:15.598,32754,python3,6.5,0.04338817156845919,python3 monitor-ros-cpu.py,6.5,8,16.7,31.229259490966797
2025-03-06 12:06:15.598,33083,docker,0.0,0.07354734825835946,docker run --rm --volumes-from carma-config:ro busybox:latest cat /opt/carma/vehicle/config/.env,6.5,8,16.7,31.229259490966797
2025-03-06 12:06:16.669,2556,fusermount3,0.0,0.003114860289965398,"fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc",19.3,8,16.7,31.229259490966797
2025-03-06 12:06:16.669,32754,python3,5.7,0.04338817156845919,python3 monitor-ros-cpu.py,19.3,8,16.7,31.229259490966797
2025-03-06 12:06:17.730,2556,fusermount3,0.0,0.003114860289965398,"fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc",83.3,8,17.0,31.229259490966797
2025-03-06 12:06:17.730,32754,python3,9.9,0.04419437070233259,python3 monitor-ros-cpu.py,83.3,8,17.0,31.229259490966797
2025-03-06 12:06:17.730,33477,entrypoint.sh,0.0,0.010773752061762672,/bin/bash /home/carma/.base-image/entrypoint.sh bash -c source /opt/carma/install/setup.bash && ros2 launch /opt/carma/vehicle/config/carma_docker.launch.py,83.3,8,17.0,31.229259490966797
2025-03-06 12:06:17.730,33660,entrypoint.sh,0.0,0.01085925803050682,/bin/bash /home/carma/.base-image/entrypoint.sh bash -c export ROS_NAMESPACE=${CARMA_INTR_NS} && wait-for-it localhost:11311 -- ros2 launch /opt/carma/vehicle/config/drivers.launch.py drivers:=lightbar_driver,83.3,8,17.0,31.229259490966797
2025-03-06 12:06:17.730,33674,bash,0.0,0.009906477235929169,bash -c source /opt/carma/install/setup.bash && ros2 launch /opt/carma/vehicle/config/drivers.launch.py drivers:=v2x_ros_driver,83.3,8,17.0,31.229259490966797
2025-03-06 12:06:17.730,33683,entrypoint.sh,0.0,0.011518875503675963,/bin/bash /home/carma/.base-image/entrypoint.sh bash -c wait-for-it localhost:11311 -- rosparam load /opt/carma/vehicle/config/bridge.yml && source /home/carma/.base-image/workspace/install/setup.bash && ros2 run ros1_bridge dynamic_bridge --multi-threads,83.3,8,17.0,31.229259490966797
2025-03-06 12:06:17.730,33698,roscore,0.0,0.135026139785402,/usr/bin/python3 /opt/ros/noetic/bin/roscore,83.3,8,17.0,31.229259490966797
2025-03-06 12:06:17.730,33707,entrypoint.sh,0.0,0.010773752061762672,/bin/bash /home/carma/.base-image/entrypoint.sh bash -c source /opt/carma/install/setup.bash && ros2 launch /opt/carma/vehicle/config/drivers.launch.py drivers:=velodyne_lidar_driver_wrapper,83.3,8,17.0,31.229259490966797
2025-03-06 12:06:17.730,33708,bash,0.0,0.009588883637736618,bash /usr/bin/wait-for-it localhost:11311 -- roslaunch /opt/carma/vehicle/config/drivers.launch drivers:=ssc_interface_wrapper,83.3,8,17.0,31.229259490966797
2025-03-06 12:06:17.730,33721,entrypoint.sh,0.0,0.011030269967995115,/bin/bash /home/carma/.base-image/entrypoint.sh bash -c source /opt/carma/install/setup.bash && ros2 launch /opt/carma/vehicle/config/drivers.launch.py drivers:=carma_novatel_driver_wrapper,83.3,8,17.0,31.229259490966797
2025-03-06 12:06:17.730,34123,rosversion,0.0,0.04173912788553634,/usr/bin/python3 /usr/bin/rosversion roslaunch,83.3,8,17.0,31.229259490966797
2025-03-06 12:06:18.856,2556,fusermount3,0.0,0.003114860289965398,"fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc",71.5,8,17.1,31.229259490966797
